Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,Sample 2 Area,Sample 4 Area,Sample Profile (Ratio),A HCD Area,B HCD Area,Group Profile (Ratio),Avg. Mass,Description
339,420,P19527|NFL_RAT,0.34,5,3,2,,1.17E6,8.9E5,1.14:0.86,1.17E6,8.9E5,1.14:0.86,61335,Neurofilament light polypeptide OS=Rattus norvegicus GN=Nefl PE=1 SV=3
231,38,Q6IFW6|K1C10_RAT,0.34,15,11,8,,2.21E8,1.93E8,1.07:0.93,2.21E8,1.93E8,1.07:0.93,56505,Keratin  type I cytoskeletal 10 OS=Rattus norvegicus GN=Krt10 PE=3 SV=1
212,300,P16036|MPCP_RAT,0.34,29,12,12,Carbamidomethylation,1.76E8,1.53E8,1.07:0.93,1.76E8,1.53E8,1.07:0.93,39445,Phosphate carrier protein  mitochondrial OS=Rattus norvegicus GN=Slc25a3 PE=1 SV=1
404,180,P17077|RL9_RAT,0.33,46,9,2,Carbamidomethylation,1.68E7,1.94E7,0.93:1.07,1.68E7,1.94E7,0.93:1.07,21893,60S ribosomal protein L9 OS=Rattus norvegicus GN=Rpl9 PE=1 SV=1
302,20939,P56558|OGT1_RAT,0.33,10,8,8,Carbamidomethylation,4.73E6,4.08E6,1.07:0.93,4.73E6,4.08E6,1.07:0.93,115606,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Rattus norvegicus GN=Ogt PE=1 SV=1
1202,4841,Q63155|DCC_RAT,0.33,1,1,1,,8.7E5,1.23E6,0.83:1.17,8.7E5,1.23E6,0.83:1.17,157940,Netrin receptor DCC OS=Rattus norvegicus GN=Dcc PE=1 SV=2
285,11812,Q62952|DPYL3_RAT,0.33,27,11,10,Carbamidomethylation,2.04E7,1.77E7,1.07:0.93,2.04E7,1.77E7,1.07:0.93,61967,Dihydropyrimidinase-related protein 3 OS=Rattus norvegicus GN=Dpysl3 PE=1 SV=2
797,21085,tr|F1LM47|F1LM47_RAT,0.32,8,2,2,,2.57E6,1.98E6,1.13:0.87,2.57E6,1.98E6,1.13:0.87,50306,Succinate-CoA ligase subunit beta OS=Rattus norvegicus GN=Sucla2 PE=1 SV=1
215,153,P21707|SYT1_RAT,0.32,33,13,11,Carbamidomethylation,3.95E7,4.56E7,0.93:1.07,3.95E7,4.56E7,0.93:1.07,47399,Synaptotagmin-1 OS=Rattus norvegicus GN=Syt1 PE=1 SV=3
730,21061,Q4V7D3|MACOI_RAT,0.32,3,2,1,,1.29E6,9.26E5,1.17:0.83,1.29E6,9.26E5,1.17:0.83,76083,Macoilin OS=Rattus norvegicus GN=Tmem57 PE=1 SV=1
1151,4553,tr|F1LVL5|F1LVL5_RAT,0.32,2,2,2,,4.61E7,3.57E7,1.13:0.87,4.61E7,3.57E7,1.13:0.87,164631,Protein Shroom4 OS=Rattus norvegicus GN=Shroom4 PE=1 SV=2
283,120,P63079|GBRB3_RAT,0.32,30,11,5,Carbamidomethylation,5.92E7,5.22E7,1.06:0.94,5.92E7,5.22E7,1.06:0.94,54166,Gamma-aminobutyric acid receptor subunit beta-3 OS=Rattus norvegicus GN=Gabrb3 PE=1 SV=1
1228,21618,P52296|IMB1_RAT,0.31,2,1,1,,1.22E6,8.83E5,1.16:0.84,1.22E6,8.83E5,1.16:0.84,97124,Importin subunit beta-1 OS=Rattus norvegicus GN=Kpnb1 PE=1 SV=1
608,576,tr|A0A0G2K548|A0A0G2K548_RAT,0.30,0,2,2,,1.68E6,1.35E6,1.11:0.89,1.68E6,1.35E6,1.11:0.89,441623,Protein Akap9 OS=Rattus norvegicus GN=Akap9 PE=1 SV=1
680,21284,tr|Q5RJN0|Q5RJN0_RAT,0.30,13,2,2,,1.88E6,1.63E6,1.07:0.93,1.88E6,1.63E6,1.07:0.93,23945,NADH dehydrogenase (Ubiquinone) Fe-S protein 7 OS=Rattus norvegicus GN=Ndufs7 PE=1 SV=1
753,21045,P07825|SYPH_RAT,0.30,7,2,2,Carbamidomethylation,1.94E7,1.71E7,1.06:0.94,1.94E7,1.71E7,1.06:0.94,33311,Synaptophysin OS=Rattus norvegicus GN=Syp PE=1 SV=1
338,52,Q10758|K2C8_RAT,0.30,11,8,1,,1.2E7,1.65E7,0.85:1.15,1.2E7,1.65E7,0.85:1.15,54019,Keratin  type II cytoskeletal 8 OS=Rattus norvegicus GN=Krt8 PE=1 SV=3
1207,21393,tr|F1MAP4|F1MAP4_RAT,0.29,1,1,1,Carbamidomethylation,1.55E6,1.14E6,1.15:0.85,1.55E6,1.14E6,1.15:0.85,122806,Protein Megf10 OS=Rattus norvegicus GN=Megf10 PE=4 SV=1
121,41,P62909|RS3_RAT,0.29,84,24,23,Carbamidomethylation,1.8E8,1.6E8,1.06:0.94,1.8E8,1.6E8,1.06:0.94,26674,40S ribosomal protein S3 OS=Rattus norvegicus GN=Rps3 PE=1 SV=1
1156,2755,tr|D4AEB3|D4AEB3_RAT,0.29,0,2,1,,3.29E6,2.42E6,1.15:0.85,3.29E6,2.42E6,1.15:0.85,297305,Protein Setx OS=Rattus norvegicus GN=Setx PE=1 SV=1
1260,21880,Q66HC5|NUP93_RAT,0.29,1,1,1,,2.13E6,2.89E6,0.85:1.15,2.13E6,2.89E6,0.85:1.15,93302,Nuclear pore complex protein Nup93 OS=Rattus norvegicus GN=Nup93 PE=1 SV=1
1390,24497,Q6IMF1|K2C80_RAT,0.29,2,1,1,,7.35E5,9.96E5,0.85:1.15,7.35E5,9.96E5,0.85:1.15,50550,Keratin  type II cytoskeletal 80 OS=Rattus norvegicus GN=Krt80 PE=3 SV=1
965,41600,tr|F1MAB2|F1MAB2_RAT,0.29,1,1,1,,2.29E6,1.69E6,1.15:0.85,2.29E6,1.69E6,1.15:0.85,110577,Protein RGD1310209 OS=Rattus norvegicus GN=RGD1310209 PE=4 SV=2
196,49,P84092|AP2M1_RAT,0.29,34,15,15,Carbamidomethylation,5.5E7,6.26E7,0.94:1.06,5.5E7,6.26E7,0.94:1.06,49655,AP-2 complex subunit mu OS=Rattus norvegicus GN=Ap2m1 PE=1 SV=1
923,21004,tr|F1LYI5|F1LYI5_RAT,0.28,5,1,1,,1.19E7,1.61E7,0.85:1.15,1.19E7,1.61E7,0.85:1.15,16410,Protein RGD1564138 OS=Rattus norvegicus GN=RGD1564138 PE=4 SV=3
765,20950,P28572|SC6A9_RAT,0.28,8,4,4,,1.1E7,9.67E6,1.06:0.94,1.1E7,9.67E6,1.06:0.94,71061,Sodium- and chloride-dependent glycine transporter 1 OS=Rattus norvegicus GN=Slc6a9 PE=1 SV=2
491,1317,P31596|EAA2_RAT,0.28,16,6,6,Carbamidomethylation,1.9E7,1.66E7,1.07:0.93,1.9E7,1.66E7,1.07:0.93,62106,Excitatory amino acid transporter 2 OS=Rattus norvegicus GN=Slc1a2 PE=1 SV=2
831,21117,tr|D3ZT36|D3ZT36_RAT,0.28,6,3,3,Carbamidomethylation,8.65E6,7.6E6,1.06:0.94,8.65E6,7.6E6,1.06:0.94,91477,Protein Adam23 OS=Rattus norvegicus GN=Adam23 PE=4 SV=1
120,21,Q5XIF6|TBA4A_RAT,0.28,49,21,2,Carbamidomethylation,1.38E6,1.69E6,0.90:1.10,1.38E6,1.69E6,0.90:1.10,49924,Tubulin alpha-4A chain OS=Rattus norvegicus GN=Tuba4a PE=1 SV=1
624,784,Q6Q629|DPP10_RAT,0.27,4,4,2,,1.95E6,2.39E6,0.90:1.10,1.95E6,2.39E6,0.90:1.10,90891,Inactive dipeptidyl peptidase 10 OS=Rattus norvegicus GN=Dpp10 PE=1 SV=1
856,21328,Q3B7U9|FKBP8_RAT,0.27,4,1,1,,2.57E6,1.94E6,1.14:0.86,2.57E6,1.94E6,1.14:0.86,43556,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Rattus norvegicus GN=Fkbp8 PE=2 SV=1
824,3574,tr|Q8CJE3|Q8CJE3_RAT,0.26,1,2,1,,3.34E7,4.39E7,0.86:1.14,3.34E7,4.39E7,0.86:1.14,251111,Myosin VIIA OS=Rattus norvegicus GN=Myo7a PE=2 SV=1
1373,24367,tr|D3ZTW6|D3ZTW6_RAT,0.26,2,2,1,,1.24E5,9.39E4,1.14:0.86,1.24E5,9.39E4,1.14:0.86,84120,Protein Ccser1 OS=Rattus norvegicus GN=Ccser1 PE=4 SV=2
966,13766,tr|A0A0G2JUA5|A0A0G2JUA5_RAT,0.26,0,2,2,,6.87E6,5.58E6,1.10:0.90,6.87E6,5.58E6,1.10:0.90,581136,Protein Ahnak OS=Rattus norvegicus GN=Ahnak PE=1 SV=1
1020,14629,Q9JI66|S4A4_RAT,0.26,2,1,1,,9.28E5,1.22E6,0.86:1.14,9.28E5,1.22E6,0.86:1.14,121343,Electrogenic sodium bicarbonate cotransporter 1 OS=Rattus norvegicus GN=Slc4a4 PE=1 SV=1
790,41514,tr|F7EUJ8|F7EUJ8_RAT,0.26,4,1,1,,1.49E6,1.13E6,1.14:0.86,1.49E6,1.13E6,1.14:0.86,35122,Protein C1qtnf4 OS=Rattus norvegicus GN=C1qtnf4 PE=4 SV=1
930,21334,Q63366|NXPH1_RAT,0.25,3,1,1,,6.07E5,4.64E5,1.13:0.87,6.07E5,4.64E5,1.13:0.87,31017,Neurexophilin-1 OS=Rattus norvegicus GN=Nxph1 PE=2 SV=1
1077,23645,tr|D4A031|D4A031_RAT,0.25,1,1,1,,1.31E7,1.01E7,1.13:0.87,1.31E7,1.01E7,1.13:0.87,102067,DEAD (Asp-Glu-Ala-Asp) box polypeptide 42 (Predicted) OS=Rattus norvegicus GN=Ddx42 PE=1 SV=1
286,80,P35435|ATPG_RAT,0.25,37,11,11,Carbamidomethylation,3.27E8,2.96E8,1.05:0.95,3.27E8,2.96E8,1.05:0.95,30191,ATP synthase subunit gamma  mitochondrial OS=Rattus norvegicus GN=Atp5c1 PE=1 SV=2
1208,21460,P20272|CNR1_RAT,0.25,4,2,2,,7.65E6,9.43E6,0.90:1.10,7.65E6,9.43E6,0.90:1.10,52845,Cannabinoid receptor 1 OS=Rattus norvegicus GN=Cnr1 PE=1 SV=1
487,82,tr|A0A0G2JW69|A0A0G2JW69_RAT,0.25,13,7,1,,2.8E6,3.64E6,0.87:1.13,2.8E6,3.64E6,0.87:1.13,52888,Protein Krt79 (Fragment) OS=Rattus norvegicus GN=Krt79 PE=1 SV=1
498,211,tr|G3V765|G3V765_RAT,0.25,1,2,1,,1.51E6,1.95E6,0.87:1.13,1.51E6,1.95E6,0.87:1.13,231110,Envoplakin (Predicted) OS=Rattus norvegicus GN=Evpl PE=1 SV=1
177,35,P68035|ACTC_RAT,0.24,33,14,1,,5.29E7,4.8E7,1.05:0.95,5.29E7,4.8E7,1.05:0.95,42019,Actin  alpha cardiac muscle 1 OS=Rattus norvegicus GN=Actc1 PE=2 SV=1
556,164,Q6IG02|K22E_RAT,0.24,5,3,2,,5.47E7,4.48E7,1.10:0.90,5.47E7,4.48E7,1.10:0.90,69127,Keratin  type II cytoskeletal 2 epidermal OS=Rattus norvegicus GN=Krt2 PE=3 SV=1
1190,21311,P23385|GRM1_RAT,0.24,2,1,1,Carbamidomethylation,1.72E6,1.34E6,1.13:0.87,1.72E6,1.34E6,1.13:0.87,133236,Metabotropic glutamate receptor 1 OS=Rattus norvegicus GN=Grm1 PE=1 SV=1
1071,12627,Q9WTQ2|PODXL_RAT,0.24,9,3,3,Carbamidomethylation,1.86E7,1.65E7,1.06:0.94,1.86E7,1.65E7,1.06:0.94,51658,Podocalyxin OS=Rattus norvegicus GN=Podxl PE=1 SV=2
672,409,P83732|RL24_RAT,0.24,31,5,5,Carbamidomethylation,3.46E7,3.1E7,1.06:0.94,3.46E7,3.1E7,1.06:0.94,17779,60S ribosomal protein L24 OS=Rattus norvegicus GN=Rpl24 PE=2 SV=1
1313,23282,Q64270|EI2BA_RAT,0.24,3,1,1,Carbamidomethylation,3.04E7,2.57E7,1.08:0.92,3.04E7,2.57E7,1.08:0.92,33678,Translation initiation factor eIF-2B subunit alpha OS=Rattus norvegicus GN=Eif2b1 PE=2 SV=1
559,4455,Q5U308|LRC8D_RAT,0.24,3,2,2,,2.86E6,2.43E6,1.08:0.92,2.86E6,2.43E6,1.08:0.92,97940,Volume-regulated anion channel subunit LRRC8D OS=Rattus norvegicus GN=Lrrc8d PE=2 SV=1
442,20932,Q6AXR4|HEXB_RAT,0.23,14,7,7,Carbamidomethylation,1.54E7,1.38E7,1.05:0.95,1.54E7,1.38E7,1.05:0.95,61528,Beta-hexosaminidase subunit beta OS=Rattus norvegicus GN=Hexb PE=2 SV=1
728,1211,tr|D3ZA82|D3ZA82_RAT,0.23,2,1,1,,8.7E5,6.8E5,1.12:0.88,8.7E5,6.8E5,1.12:0.88,119317,Protein Mroh8 OS=Rattus norvegicus GN=Mroh8 PE=4 SV=1
996,5420,P04775|SCN2A_RAT,0.23,0,1,1,,1.05E7,8.25E6,1.12:0.88,1.05E7,8.25E6,1.12:0.88,227872,Sodium channel protein type 2 subunit alpha OS=Rattus norvegicus GN=Scn2a PE=1 SV=1
967,5506,tr|M0R557|M0R557_RAT,0.23,0,2,1,,3.91E6,3.07E6,1.12:0.88,3.91E6,3.07E6,1.12:0.88,433596,Protein Cmya5 OS=Rattus norvegicus GN=Cmya5 PE=1 SV=2
840,4875,tr|F1LXL6|F1LXL6_RAT,0.23,0,1,1,,1.37E6,1.75E6,0.88:1.12,1.37E6,1.75E6,0.88:1.12,211437,Protein Fer1l6 OS=Rattus norvegicus GN=Fer1l6 PE=4 SV=3
1101,41585,Q920R3|FADS1_RAT,0.22,2,1,1,Carbamidomethylation,1.73E6,2.04E6,0.92:1.08,1.73E6,2.04E6,0.92:1.08,52482,Fatty acid desaturase 1 OS=Rattus norvegicus GN=Fads1 PE=2 SV=1
470,12618,tr|G3V728|G3V728_RAT,0.22,26,6,5,Carbamidomethylation,1.28E7,1.16E7,1.05:0.95,1.28E7,1.16E7,1.05:0.95,33346,4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans)  isoform CRA_b OS=Rattus norvegicus GN=Nipsnap1 PE=1 SV=1
777,41489,Q9Z1E1|FLOT1_RAT,0.22,7,3,3,,2.35E6,2.61E6,0.95:1.05,2.35E6,2.61E6,0.95:1.05,47499,Flotillin-1 OS=Rattus norvegicus GN=Flot1 PE=2 SV=2
347,4674,Q64542|AT2B4_RAT,0.22,9,9,1,Carbamidomethylation,1.28E6,1.63E6,0.88:1.12,1.28E6,1.63E6,0.88:1.12,133094,Plasma membrane calcium-transporting ATPase 4 OS=Rattus norvegicus GN=Atp2b4 PE=1 SV=1
1233,22188,Q9QX69|LANC1_RAT,0.22,3,1,1,,3.37E6,2.67E6,1.12:0.88,3.37E6,2.67E6,1.12:0.88,45240,LanC-like protein 1 OS=Rattus norvegicus GN=Lancl1 PE=1 SV=2
595,343,P62982|RS27A_RAT,0.22,34,5,4,,5.79E7,5.23E7,1.05:0.95,5.79E7,5.23E7,1.05:0.95,17951,Ubiquitin-40S ribosomal protein S27a OS=Rattus norvegicus GN=Rps27a PE=1 SV=2
140,2274,tr|G3V886|G3V886_RAT,0.22,25,14,14,Carbamidomethylation,3.82E7,3.49E7,1.04:0.96,3.82E7,3.49E7,1.04:0.96,79796,Protein LOC100910779 OS=Rattus norvegicus GN=LOC100910779 PE=1 SV=1
1400,43455,P0C6S7|ANS1B_RAT,0.22,1,1,1,,2.47E5,1.96E5,1.12:0.88,2.47E5,1.96E5,1.12:0.88,139206,Ankyrin repeat and sterile alpha motif domain-containing protein 1B OS=Rattus norvegicus GN=Anks1b PE=1 SV=1
509,20963,P47858|PFKAM_RAT,0.22,10,6,4,,6.14E6,5.56E6,1.05:0.95,6.14E6,5.56E6,1.05:0.95,85560,ATP-dependent 6-phosphofructokinase  muscle type OS=Rattus norvegicus GN=Pfkm PE=1 SV=3
424,12416,Q8K4K5|L2GL1_RAT,0.21,9,6,6,Carbamidomethylation,3.88E6,3.5E6,1.05:0.95,3.88E6,3.5E6,1.05:0.95,112495,Lethal(2) giant larvae protein homolog 1 OS=Rattus norvegicus GN=Llgl1 PE=1 SV=1
1421,23996,tr|Q5U307|Q5U307_RAT,0.21,1,1,1,,1.22E7,9.8E6,1.11:0.89,1.22E7,9.8E6,1.11:0.89,82824,Protein Zfp458 OS=Rattus norvegicus GN=Zfp458 PE=2 SV=1
1301,26223,tr|D3ZJX5|D3ZJX5_RAT,0.21,3,1,1,,2.92E6,2.33E6,1.11:0.89,2.92E6,2.33E6,1.11:0.89,39855,Protein Timm50 OS=Rattus norvegicus GN=Timm50 PE=1 SV=2
645,12500,Q568Y7|NOE2_RAT,0.21,7,3,3,,8.08E6,8.93E6,0.95:1.05,8.08E6,8.93E6,0.95:1.05,53870,Noelin-2 OS=Rattus norvegicus GN=Olfm2 PE=1 SV=1
552,11947,tr|M0R715|M0R715_RAT,0.21,3,4,3,,2.9E6,3.22E6,0.95:1.05,2.9E6,3.22E6,0.95:1.05,149441,Protein Pnpla6 OS=Rattus norvegicus GN=Pnpla6 PE=1 SV=1
1362,24872,tr|D3ZDS8|D3ZDS8_RAT,0.20,1,1,1,Carbamidomethylation,3.86E5,3.11E5,1.11:0.89,3.86E5,3.11E5,1.11:0.89,121454,Protein Zranb3 OS=Rattus norvegicus GN=Zranb3 PE=1 SV=3
776,21542,Q5PPL3|NSDHL_RAT,0.20,9,3,3,,4.13E6,4.54E6,0.95:1.05,4.13E6,4.54E6,0.95:1.05,40412,Sterol-4-alpha-carboxylate 3-dehydrogenase  decarboxylating OS=Rattus norvegicus GN=Nsdhl PE=2 SV=1
533,318,P54708|AT12A_RAT,0.20,4,4,1,Carbamidomethylation,3.91E6,3.18E6,1.10:0.90,3.91E6,3.18E6,1.10:0.90,114975,Potassium-transporting ATPase alpha chain 2 OS=Rattus norvegicus GN=Atp12a PE=1 SV=1
43,6,Q3KRE8|TBB2B_RAT,0.19,75,31,1,Carbamidomethylation,2.38E8,1.94E8,1.10:0.90,2.38E8,1.94E8,1.10:0.90,49953,Tubulin beta-2B chain OS=Rattus norvegicus GN=Tubb2b PE=1 SV=1
512,11011,Q5XI51|KIF2B_RAT,0.19,7,5,1,Carbamidomethylation,4.31E5,5.29E5,0.90:1.10,4.31E5,5.29E5,0.90:1.10,75004,Kinesin-like protein KIF2B OS=Rattus norvegicus GN=Kif2b PE=2 SV=2
1171,22572,P24587|AKAP5_RAT,0.19,3,2,2,,5.92E5,7.09E5,0.91:1.09,5.92E5,7.09E5,0.91:1.09,75961,A-kinase anchor protein 5 OS=Rattus norvegicus GN=Akap5 PE=1 SV=2
670,21069,P04897|GNAI2_RAT,0.19,7,2,1,,1.63E6,2E6,0.90:1.10,1.63E6,2E6,0.90:1.10,40499,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Rattus norvegicus GN=Gnai2 PE=1 SV=3
185,20919,Q63633|S12A5_RAT,0.19,12,12,9,Carbamidomethylation,1.55E7,1.42E7,1.05:0.95,1.55E7,1.42E7,1.05:0.95,126246,Solute carrier family 12 member 5 OS=Rattus norvegicus GN=Slc12a5 PE=1 SV=2
1354,4129,tr|E9PSR7|E9PSR7_RAT,0.18,3,1,1,,1.28E7,1.06E7,1.10:0.90,1.28E7,1.06E7,1.10:0.90,87850,Uncharacterized protein OS=Rattus norvegicus PE=4 SV=3
816,21041,Q62645|NMDE4_RAT,0.18,3,4,2,,7.37E6,8.45E6,0.93:1.07,7.37E6,8.45E6,0.93:1.07,143101,Glutamate receptor ionotropic  NMDA 2D OS=Rattus norvegicus GN=Grin2d PE=1 SV=2
1346,4407,tr|A0A0G2K5R1|A0A0G2K5R1_RAT,0.18,0,1,1,,6.69E5,5.53E5,1.09:0.91,6.69E5,5.53E5,1.09:0.91,200140,Uncharacterized protein OS=Rattus norvegicus PE=4 SV=1
1163,13054,tr|D3ZF86|D3ZF86_RAT,0.18,0,1,1,,2.92E6,2.42E6,1.09:0.91,2.92E6,2.42E6,1.09:0.91,213037,Protein Arfgef3 OS=Rattus norvegicus GN=Arfgef3 PE=1 SV=3
1434,4272,Q99P77|NOG1_RAT,0.18,2,1,1,,1.19E6,9.84E5,1.09:0.91,1.19E6,9.84E5,1.09:0.91,74288,Nucleolar GTP-binding protein 1 OS=Rattus norvegicus GN=Gtpbp4 PE=2 SV=3
974,5491,Q9QZR8|PDZD2_RAT,0.17,1,2,1,Carbamidomethylation,7.85E6,9.39E6,0.91:1.09,7.85E6,9.39E6,0.91:1.09,293889,PDZ domain-containing protein 2 OS=Rattus norvegicus GN=Pdzd2 PE=1 SV=1
1424,24567,P97888|2ABG_RAT,0.16,2,1,1,,4.99E6,4.2E6,1.09:0.91,4.99E6,4.2E6,1.09:0.91,51474,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform OS=Rattus norvegicus GN=Ppp2r2c PE=2 SV=1
1145,5259,tr|G3V9S3|G3V9S3_RAT,0.16,1,1,1,,3.83E5,4.56E5,0.91:1.09,3.83E5,4.56E5,0.91:1.09,270441,Protein Ptpn13 OS=Rattus norvegicus GN=Ptpn13 PE=1 SV=1
922,21003,P62755|RS6_RAT,0.16,13,3,3,Carbamidomethylation,1.93E7,2.08E7,0.96:1.04,1.93E7,2.08E7,0.96:1.04,28681,40S ribosomal protein S6 OS=Rattus norvegicus GN=Rps6 PE=1 SV=1
575,20969,Q62867|GGH_RAT,0.16,21,7,6,,1.28E7,1.4E7,0.96:1.04,1.28E7,1.4E7,0.96:1.04,35830,Gamma-glutamyl hydrolase OS=Rattus norvegicus GN=Ggh PE=1 SV=1
316,327,Q5XIQ4|MGRN1_RAT,0.16,27,11,8,Carbamidomethylation,5.07E7,4.72E7,1.04:0.96,5.07E7,4.72E7,1.04:0.96,58603,E3 ubiquitin-protein ligase MGRN1 OS=Rattus norvegicus GN=Mgrn1 PE=1 SV=1
1168,430,tr|F1LR97|F1LR97_RAT,0.16,2,1,1,Carbamidomethylation,4.38E5,5.19E5,0.92:1.08,4.38E5,5.19E5,0.92:1.08,88301,Protein LOC304239 OS=Rattus norvegicus GN=LOC304239 PE=4 SV=2
1159,22313,tr|A0A0G2K3H2|A0A0G2K3H2_RAT,0.16,1,2,1,,4.07E5,3.44E5,1.08:0.92,4.07E5,3.44E5,1.08:0.92,241289,Protein Dock7 OS=Rattus norvegicus GN=Dock7 PE=1 SV=1
1017,11806,tr|A0A0G2JZ94|A0A0G2JZ94_RAT,0.14,3,2,2,Carbamidomethylation,1.83E6,1.64E6,1.06:0.94,1.83E6,1.64E6,1.06:0.94,95324,Protein Ttc13 OS=Rattus norvegicus GN=Ttc13 PE=1 SV=1
1308,23020,Q76EQ0|SRR_RAT,0.14,4,1,1,,5.96E5,5.13E5,1.07:0.93,5.96E5,5.13E5,1.07:0.93,35693,Serine racemase OS=Rattus norvegicus GN=Srr PE=1 SV=1
1128,21359,tr|D4A9F4|D4A9F4_RAT,0.14,7,3,3,Carbamidomethylation,2.09E6,2.24E6,0.97:1.03,2.09E6,2.24E6,0.97:1.03,63604,Netrin G2 (Predicted)  isoform CRA_a OS=Rattus norvegicus GN=Ntng2 PE=4 SV=1
388,3819,tr|A0A140TAA1|A0A140TAA1_RAT,0.14,13,7,7,Carbamidomethylation,3.62E7,3.42E7,1.03:0.97,3.62E7,3.42E7,1.03:0.97,65067,Immunoglobulin superfamily  member 8  isoform CRA_b OS=Rattus norvegicus GN=Igsf8 PE=1 SV=1
175,12855,P07092|GDN_RAT,0.14,33,16,14,,4.35E7,4.58E7,0.97:1.03,4.35E7,4.58E7,0.97:1.03,44063,Glia-derived nexin OS=Rattus norvegicus GN=Serpine2 PE=1 SV=1
1149,2985,tr|D3ZPU4|D3ZPU4_RAT,0.14,1,1,1,,1.44E7,1.67E7,0.93:1.07,1.44E7,1.67E7,0.93:1.07,173035,Protein Ercc6l2 OS=Rattus norvegicus GN=Ercc6l2 PE=4 SV=2
1340,23553,P02466|CO1A2_RAT,0.14,2,1,1,,1.16E6,1E6,1.07:0.93,1.16E6,1E6,1.07:0.93,129564,Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3
397,65,Q64232|TECR_RAT,0.13,18,7,7,Carbamidomethylation,5.91E7,6.49E7,0.95:1.05,5.91E7,6.49E7,0.95:1.05,36123,Very-long-chain enoyl-CoA reductase OS=Rattus norvegicus GN=Tecr PE=1 SV=1
1204,11642,tr|D4A6B9|D4A6B9_RAT,0.13,4,1,1,,9.49E5,1.09E6,0.93:1.07,9.49E5,1.09E6,0.93:1.07,29811,Uncharacterized protein OS=Rattus norvegicus PE=4 SV=1
1447,24070,Q4KLZ6|TKFC_RAT,0.13,2,1,1,,1.89E6,2.17E6,0.93:1.07,1.89E6,2.17E6,0.93:1.07,59444,Triokinase/FMN cyclase OS=Rattus norvegicus GN=Tkfc PE=1 SV=1
934,41899,tr|D4A731|D4A731_RAT,0.12,1,1,1,,7.15E6,8.11E6,0.94:1.06,7.15E6,8.11E6,0.94:1.06,121371,Protein Ankib1 OS=Rattus norvegicus GN=Ankib1 PE=1 SV=2
801,682,Q5K2P9|POLS2_RAT,0.12,2,1,1,,8.86E5,1.01E6,0.94:1.06,8.86E5,1.01E6,0.94:1.06,94483,Polyserase-2 OS=Rattus norvegicus GN=Prss36 PE=2 SV=1
1025,3068,tr|A0A0G2K952|A0A0G2K952_RAT,0.12,1,1,1,,9.97E5,1.13E6,0.94:1.06,9.97E5,1.13E6,0.94:1.06,185650,Protein Usp32 OS=Rattus norvegicus GN=Usp32 PE=1 SV=1
64,196,Q9JHW1|CBPD_RAT,0.12,21,25,25,Carbamidomethylation,5.15E7,5.44E7,0.97:1.03,5.15E7,5.44E7,0.97:1.03,152615,Carboxypeptidase D OS=Rattus norvegicus GN=Cpd PE=1 SV=2
651,20928,tr|G3V8D0|G3V8D0_RAT,0.12,16,5,5,,9.35E6,9.87E6,0.97:1.03,9.35E6,9.87E6,0.97:1.03,43902,Protein St8sia3 OS=Rattus norvegicus GN=St8sia3 PE=1 SV=1
1117,21780,Q6AY41|CC50A_RAT,0.11,2,1,1,,1.08E6,1.22E6,0.94:1.06,1.08E6,1.22E6,0.94:1.06,37173,Cell cycle control protein 50A OS=Rattus norvegicus GN=Tmem30a PE=2 SV=1
72,55,Q66HA5|C2D1A_RAT,0.11,31,25,24,,3.51E7,3.34E7,1.03:0.97,3.51E7,3.34E7,1.03:0.97,103587,Coiled-coil and C2 domain-containing protein 1A OS=Rattus norvegicus GN=Cc2d1a PE=1 SV=2
1296,22115,Q68FV6|GLMP_RAT,0.11,5,1,1,Carbamidomethylation,1.56E6,1.39E6,1.06:0.94,1.56E6,1.39E6,1.06:0.94,43871,Glycosylated lysosomal membrane protein OS=Rattus norvegicus GN=Glmp PE=2 SV=1
1248,2714,tr|F1LTR3|F1LTR3_RAT,0.11,1,1,1,,3.22E6,2.86E6,1.06:0.94,3.22E6,2.86E6,1.06:0.94,148129,Protein Tdrd12 OS=Rattus norvegicus GN=Tdrd12 PE=4 SV=2
690,5168,tr|A0A0G2JTT6|A0A0G2JTT6_RAT,0.11,0,1,1,,1.07E6,9.49E5,1.06:0.94,1.07E6,9.49E5,1.06:0.94,531549,Protein Herc1 OS=Rattus norvegicus GN=Herc1 PE=1 SV=1
1231,21749,tr|F1LRX2|F1LRX2_RAT,0.11,1,1,1,,1.05E7,1.18E7,0.94:1.06,1.05E7,1.18E7,0.94:1.06,168461,Protein Fhod3 OS=Rattus norvegicus GN=Fhod3 PE=4 SV=2
711,3509,tr|D3Z822|D3Z822_RAT,0.10,0,1,1,,4.65E6,4.16E6,1.06:0.94,4.65E6,4.16E6,1.06:0.94,300500,Protein Atr OS=Rattus norvegicus GN=Atr PE=3 SV=3
